"1,100,02";2;"asiento 41, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,41";1
"1,100,03";3;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,41";1
"1,100,04";4;"El activo con placa N°6105-2881 el cual corresponde a un Monitor, y que consta en el Folio 073 y";"1,074,02";1
"1,100,05";5;"asiento 02, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,02";1
"1,100,06";6;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,02";1
"1,100,07";7;"El activo con placa N°6105-2882, el cual corresponde a un Monitor, y que consta en el Folio 073 y ";"1,074,03";1
"1,100,08";8;"asiento 03, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,03";1
"1,100,09";9;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,03";1
"1,100,10";10;"El activo con placa N°6105-2838, el cual corresponde a un Monitor, y que consta en el Folio 071 y ";"1,072,39";1
"1,100,11";11;"asiento 39, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,39";1
"1,100,12";12;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,39";1
"1,100,13";13;"El activo con placa N°6105-2839, el cual corresponde a un Monitor, y que consta en el Folio 071 y";"1,072,40";1
"1,100,14";14;"asiento 40, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,40";1
"1,100,15";15;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,40";1
"1,100,16";16;"El activo con placa N°6105-2840, el cual corresponde a un Monitor, y que consta en el Folio 071 y";"1,072,41";1
"1,100,17";17;"asiento 41, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,41";1
"1,100,18";18;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,41";1
"1,100,19";19;"El activo con placa N°6105-2841, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,02";1
"1,100,20";20;"02, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,02";1
"1,100,21";21;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,02";1
"1,100,22";22;"El activo con placa N°6105-2842, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,03";1
"1,100,23";23;"03, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,03";1
"1,100,24";24;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,03";1
"1,100,25";25;"El activo con placa N°6105-2851, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,12";1
"1,100,26";26;"12, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,12";1
"1,100,27";27;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,12";1
"1,100,28";28;"El activo con placa N°6105-2852, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,13";1
"1,100,29";29;"13, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,13";1
"1,100,30";30;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,13";1
"1,100,31";31;"El activo con placa N°6105-2853, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,14";1
"1,100,32";32;"14, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,14";1
"1,100,33";33;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,14";1
"1,100,34";34;"El activo con placa N°6105-2854, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,15";1
"1,100,35";35;"15, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,15";1
"1,100,36";36;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,15";1
"1,100,37";37;"El activo con placa N°6105-2855, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,16";1
"1,100,38";38;"16, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,16";1
"1,100,39";39;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,16";1
"1,100,40";40;"El activo con placa N°6105-2856, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,17";1
"1,100,41";41;"17, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,17";1
"1,101,01";1;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,17";1
"1,101,02";2;"El activo con placa N°6105-2857, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,18";1
"1,101,03";3;"18, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,18";1
"1,101,04";4;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,18";1
"1,101,05";5;"El activo con placa N°6105-2858, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,19";1
"1,101,06";6;"19, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,19";1
"1,101,07";7;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,19";1
"1,101,08";8;"El activo con placa N°6105-2859, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,20";1
"1,101,09";9;"20, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,20";1
"1,101,10";10;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,20";1
"1,101,11";11;"El activo con placa N°6105-2860, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,21";1
"1,101,12";12;"21, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,21";1
"1,101,13";13;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,21";1
"1,101,14";14;"El activo con placa N°6105-2861, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,22";1
"1,101,15";15;"22, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,22";1
"1,101,16";16;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,22";1
"1,101,17";17;"El activo con placa N°6105-2862, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,23";1
"1,101,18";18;"23, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,23";1
"1,101,19";19;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,23";1
"1,101,20";20;"El activo con placa N°6105-2863, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,24";1
"1,101,21";21;"24, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,24";1
"1,101,22";22;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,24";1
"1,101,23";23;"El activo con placa N°6105-2864, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,25";1
"1,101,24";24;"25, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,25";1
"1,101,25";25;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,25";1
"1,101,26";26;"El activo con placa N°6105-2865, el cual corresponde a un CPU, y que consta en el Folio 072 y asiento";"1,073,26";1
"1,101,27";27;"26, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,26";1
"1,101,28";28;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,26";1
"1,101,29";29;"El activo con placa N°6105-2914, el cual corresponde a un CPU, y que consta en el Folio 073 y asiento";"1,074,35";1
"1,101,30";30;"35, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,35";1
"1,101,31";31;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,35";1
"1,101,32";32;"El activo con placa N°6105-2915, el cual corresponde a un CPU, y que consta en el Folio 073 y asiento";"1,074,36";1
"1,101,33";33;"36, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,074,36";1
"1,101,34";34;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,36";1
"1,101,35";35;"El activo con placa N°6105-2850, el cual corresponde a una UPS, y que consta en el Folio 072 y";"1,073,11";1
"1,101,36";36;"asiento 11, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,11";1
"1,101,37";37;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,11";1
"1,101,38";38;"El activo con placa N°6105-2817, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,18";1
"1,101,39";39;"asiento 18, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,072,18";1
"1,101,40";40;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,18";1
"1,101,41";41;"El activo con placa N°6105-2818, el cual corresponde a una UPS, y que consta en el Folio 071 y ";"1,072,19";1
"1,102,01";1;"asiento 19, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,19";1
"1,102,02";2;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,19";1
"1,102,03";3;"El activo con placa N°6105-2819, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,20";1
"1,102,04";4;"asiento 20, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,20";1
"1,102,05";5;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,20";1
"1,102,06";6;"El activo con placa N°6105-2820, el cual corresponde a una UPS, y que consta en el Folio 071 y ";"1,072,21";1
"1,102,07";7;"asiento 21, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,21";1
"1,102,08";8;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,21";1
"1,102,09";9;"El activo con placa N°6105-2821, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,22";1
"1,102,10";10;"asiento 22, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,22";1
"1,102,11";11;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,22";1
"1,102,12";12;"El activo con placa N°6105-2822, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,23";1
"1,102,13";13;"asiento 23, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,072,23";1
"1,102,14";14;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,23";1
"1,102,15";15;"El activo con placa N°6105-2823, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,24";1
"1,102,16";16;"asiento 24, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,24";1
"1,102,17";17;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,24";1
"1,102,18";18;"El activo con placa N°6105-2824, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,25";1
"1,102,19";19;"asiento 25, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,25";1
"1,102,20";20;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,25";1
"1,102,21";21;"El activo con placa N°6105-2825, el cual corresponde a una UPS, y que consta en el Folio 071 y";"1,072,26";1
"1,102,22";22;"asiento 26, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,072,26";1
"1,102,23";23;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,072,26";1
"1,102,24";24;"El activo con placa N°6105-2848, el cual corresponde a una MESA LARGA, y que consta en el Folio 072";"1,073,09";1
"1,102,25";25;"y asiento 09, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,09";1
"1,102,26";26;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,09";1
"1,102,27";27;"El activo con placa N°6105-2849, el cual corresponde a una MESA LARGA, y que consta en el Folio 072";"1,073,10";1
"1,102,28";28;"y asiento 10, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,10";1
"1,102,29";29;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,10";1
"1,102,30";30;"El activo con placa N°6105-2932, el cual corresponde a una MESA LARGA, y que consta en el Folio 074";"1,075,13";1
"1,102,31";31;"y asiento 13, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,13";1
"1,102,32";32;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,13";1
"1,102,33";33;"El activo con placa N°6105-2934, el cual corresponde a una MESA LARGA, y que consta en el Folio 074";"1,075,15";1
"1,102,34";34;"y asiento 15, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,15";1
"1,102,35";35;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,15";1
"1,102,36";36;"El activo con placa N°6105-2935, el cual corresponde a una MESA LARGA, y que consta en el Folio 074";"1,075,16";1
"1,102,37";37;"y asiento 16, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,16";1
"1,102,38";38;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,16";1
"1,102,39";39;"El activo con placa N°6105-2845, el cual corresponde a una SILLA, y que consta en el Folio 072 y ";"1,073,06";1
"1,102,40";40;"asiento 06, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,073,06";1
"1,102,41";41;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,06";1
"1,103,01";1;"El activo con placa N°6105-2846, el cual corresponde a una SILLA, y que consta en el Folio 072 y";"1,073,07";1
"1,103,02";2;"asiento 07, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,073,07";1
"1,103,03";3;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,073,07";1
"1,103,04";4;"El activo con placa N°6105-2913, el cual corresponde a una SILLA, y que consta en el Folio 073 y";"1,074,34";1
"1,103,05";5;"asiento 34, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,34";1
"1,103,06";6;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,34";1
"1,103,07";7;"El activo con placa N°6105-2916, el cual corresponde a una SILLA, y que consta en el Folio 073 y ";"1,074,37";1
"1,103,08";8;"asiento 37, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,37";1
"1,103,09";9;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,37";1
"1,103,10";10;"El activo con placa N°6105-2917, el cual corresponde a una SILLA, y que consta en el Folio 073 y ";"1,074,38";1
"1,103,11";11;"asiento 38, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,38";1
"1,103,12";12;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,38";1
"1,103,13";13;"El activo con placa N°6105-2918, el cual corresponde a una SILLA, y que consta en el Folio 073 y ";"1,074,39";1
"1,103,14";14;"asiento 39, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,39";1
"1,103,15";15;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,39";1
"1,103,16";16;"El activo con placa N°6105-2919, el cual corresponde a una SILLA, y que consta en el Folio 073 y";"1,074,40";1
"1,103,17";17;"asiento 40, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,40";1
"1,103,18";18;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,40";1
"1,103,19";19;"El activo con placa N°6105-2920, el cual corresponde a una SILLA, y que consta en el Folio 073 y ";"1,074,41";1
"1,103,20";20;"asiento 41, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,074,41";1
"1,103,21";21;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,074,41";1
"1,103,22";22;"El activo con placa N°6105-2921, el cual corresponde a una SILLA, y que consta en el Folio 074 y ";"1,075,02";1
"1,103,23";23;"asiento 02, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,02";1
"1,103,24";24;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,02";1
"1,103,25";25;"El activo con placa N°6105-2922, el cual corresponde a una SILLA, y que consta en el Folio 074 y ";"1,075,03";1
"1,103,26";26;"asiento 03, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,075,03";1
"1,103,27";27;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,03";1
"1,103,28";28;"El activo con placa N°6105-2923, el cual corresponde a una SILLA, y que consta en el Folio 074 y ";"1,075,04";1
"1,103,29";29;"asiento 04, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,075,04";1
"1,103,30";30;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,04";1
"1,103,31";31;"El activo con placa N°6105-2924, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,05";1
"1,103,32";32;"asiento 05, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,05";1
"1,103,33";33;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,05";1
"1,103,34";34;"El activo con placa N°6105-2925, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,06";1
"1,103,35";35;"asiento 06, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,075,06";1
"1,103,36";36;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,06";1
"1,103,37";37;"El activo con placa N°6105-2926, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,07";1
"1,103,38";38;"asiento 07, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,07";1
"1,103,39";39;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,07";1
"1,103,40";40;"El activo con placa N°6105-2927, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,08";1
"1,103,41";41;"asiento 08, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,08";1
"1,104,01";1;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,08";1
"1,104,02";2;"El activo con placa N°6105-2928, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,09";1
"1,104,03";3;"asiento 09, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,09";1
"1,104,04";4;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,09";1
"1,104,05";5;"El activo con placa N°6105-2929, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,10";1
"1,104,06";6;"asiento 10, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,10";1
"1,104,07";7;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,10";1
"1,104,08";8;"El activo con placa N°6105-2930, el cual corresponde a una SILLA, y que consta en el Folio 074 y ";"1,075,11";1
"1,104,09";9;"asiento 11, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la ";"1,075,11";1
"1,104,10";10;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,11";1
"1,104,11";11;"El activo con placa N°6105-2931, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,12";1
"1,104,12";12;"asiento 12, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,12";1
"1,104,13";13;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,12";1
"1,104,14";14;"El activo con placa N°6105-2933, el cual corresponde a una SILLA, y que consta en el Folio 074 y";"1,075,14";1
"1,104,15";15;"asiento 14, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°2 a la";"1,075,14";1
"1,104,16";16;"Especialidad de Electrónica Industrial, a partir del 18 de febrero del 2022.";"1,075,14";1
"1,104,17";17;"El activo con placa N°6105-0459, el cual corresponde a un MONITOR LED, y que consta en el Folio 011";"1,013,20";1
"1,104,18";18;"y asiento 20, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°4 a ";"1,013,20";1
"1,104,19";19;"Talleres Exploratorios de Informática, a partir del 18 de febrero del 2022.";"1,013,20";1
"1,104,20";20;"El activo con placa N°6105-0460, el cual corresponde a un MONITOR LED, y que consta en el Folio 011";"1,013,21";1
"1,104,21";21;"y asiento 21, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°4 a ";"1,013,21";1
"1,104,22";22;"Talleres Exploratorios de Informática, a partir del 18 de febrero del 2022.";"1,013,21";1
"1,104,23";23;"El activo con placa N°6105-0461, el cual corresponde a un MONITOR LED, y que consta en el Folio 011";"1,013,22";1
"1,104,24";24;"y asiento 22, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°4 a ";"1,013,22";1
"1,104,25";25;"Talleres Exploratorios de Informática, a partir del 18 de febrero del 2022.";"1,013,22";1
"1,104,26";26;"El activo con placa N°6105-0462, el cual corresponde a un MONITOR LED, y que consta en el Folio 011";"1,013,23";1
"1,104,27";27;"y asiento 23, del tomo 1 del Libro de Inventario, fue trasladado del Laboratorio Institucional N°4 a ";"1,013,23";1
